,date,cust_1,cust_2,cust_3,cust_4,cust_5,cust_6,cust_7,cust_8,cust_9,cust_10,cust_11,cust_12,cust_13,cust_14,cust_15
710,2014-12-12,10,15,20,19,13,14,10,21,12,21,28,70,46,48,36
711,2014-12-13,16,17,23,17,10,22,8,21,17,24,34,84,52,49,47
712,2014-12-14,13,20,22,18,19,13,10,24,18,28,50,56,49,49,38
713,2014-12-15,14,17,17,11,13,9,12,17,13,14,28,38,36,28,34
714,2014-12-16,11,25,11,13,12,14,11,14,20,16,43,47,41,51,31
715,2014-12-17,15,23,28,18,8,12,10,18,10,21,32,52,42,29,45
716,2014-12-18,10,21,12,18,14,11,7,19,17,19,32,56,56,43,17
717,2014-12-19,11,21,17,16,11,10,13,16,20,19,38,63,63,46,31
718,2014-12-20,19,17,26,23,10,12,12,20,19,18,44,54,55,41,39
719,2014-12-21,18,27,21,17,20,21,7,26,20,13,40,65,61,45,33
720,2014-12-22,8,22,16,7,8,8,13,15,17,13,27,34,35,29,24
721,2014-12-23,13,23,24,21,14,7,14,19,15,12,44,46,46,40,27
722,2014-12-24,16,24,15,18,14,19,14,25,10,15,36,64,32,34,27
723,2014-12-25,20,26,16,18,10,10,13,17,19,21,36,54,53,47,38
724,2014-12-26,12,25,18,11,7,11,9,22,21,20,41,51,60,55,34
725,2014-12-27,15,23,20,21,21,11,9,28,18,21,52,66,53,52,37
726,2014-12-28,17,19,25,17,10,18,14,34,24,23,42,63,49,46,38
727,2014-12-29,9,23,12,12,12,11,7,13,12,20,32,48,42,33,23
728,2014-12-30,11,20,13,12,11,15,10,21,23,14,37,49,52,41,26
729,2014-12-31,12,20,11,18,8,12,8,21,22,8,46,52,49,35,32
730,2015-01-01,11,20,15,20,9,7,10,13,17,21,36,35,45,43,27
731,2015-01-02,19,17,16,17,15,18,11,17,16,10,45,55,38,43,36
732,2015-01-03,16,26,20,15,11,8,11,16,23,19,41,63,41,59,34
733,2015-01-04,14,24,18,19,19,16,10,21,22,23,49,62,59,49,34
734,2015-01-05,14,10,8,20,8,8,8,20,8,8,25,42,31,28,27
735,2015-01-06,9,15,15,11,12,11,8,20,19,11,27,38,57,34,40
736,2015-01-07,13,12,17,18,8,8,7,18,18,16,26,49,38,40,26
737,2015-01-08,18,20,18,16,6,11,15,13,14,12,42,49,43,37,32
738,2015-01-09,18,17,23,10,19,14,15,22,15,19,39,51,43,55,35
739,2015-01-10,17,27,23,15,12,20,9,11,20,14,32,70,55,46,31
740,2015-01-11,19,21,16,22,18,16,9,25,22,33,43,63,47,50,31
741,2015-01-12,9,10,13,8,11,11,6,20,7,17,17,41,30,29,23
742,2015-01-13,9,20,14,16,11,8,12,17,20,8,32,43,40,45,35
743,2015-01-14,15,13,10,14,11,14,5,11,13,24,27,48,41,52,41
744,2015-01-15,10,12,7,11,13,6,9,14,10,19,34,52,45,46,25
745,2015-01-16,15,22,16,15,11,10,4,15,18,17,39,49,40,37,40
746,2015-01-17,16,22,23,18,19,10,13,28,19,12,44,43,41,46,31
747,2015-01-18,15,28,23,18,12,11,10,22,14,26,33,50,62,46,41
748,2015-01-19,12,11,14,18,6,7,8,15,14,14,30,40,46,38,23
749,2015-01-20,12,9,16,12,4,9,11,21,17,20,39,61,42,46,26
750,2015-01-21,10,22,19,13,12,7,6,19,19,20,41,36,29,40,23
751,2015-01-22,8,10,13,14,13,15,16,9,15,13,34,62,48,53,29
752,2015-01-23,14,29,23,15,13,6,14,31,20,17,36,41,59,44,28
753,2015-01-24,20,30,17,13,14,15,13,21,20,23,47,62,53,39,26
754,2015-01-25,19,26,17,26,14,12,8,19,21,19,49,66,51,49,35
755,2015-01-26,12,13,16,12,10,9,12,16,8,16,30,53,39,37,18
756,2015-01-27,13,16,23,14,9,6,10,25,11,9,36,43,49,30,25
757,2015-01-28,13,26,13,15,12,10,5,14,10,16,29,52,36,45,30
758,2015-01-29,7,17,11,16,11,6,10,24,17,16,38,51,51,39,31
759,2015-01-30,12,23,16,15,13,13,12,20,19,17,34,52,52,42,33
760,2015-01-31,19,23,27,19,11,8,8,25,11,12,40,50,43,35,35
761,2015-02-01,17,29,21,26,17,13,7,30,18,27,55,54,64,55,47
762,2015-02-02,6,17,12,9,14,8,8,16,14,12,33,46,35,26,26
763,2015-02-03,10,25,10,27,9,11,14,19,16,11,36,59,66,38,28
764,2015-02-04,8,20,19,23,6,15,9,20,10,22,28,50,61,54,33
765,2015-02-05,18,27,18,16,13,10,12,28,16,20,38,55,49,44,37
766,2015-02-06,13,21,19,16,11,16,9,21,14,17,44,57,45,50,29
767,2015-02-07,13,25,22,20,14,11,11,28,19,24,40,69,57,53,40
768,2015-02-08,18,25,14,17,15,20,13,31,13,19,50,71,67,50,46
769,2015-02-09,12,15,17,9,12,12,22,18,16,19,37,45,39,36,27
770,2015-02-10,15,16,12,13,7,9,9,25,17,13,46,39,55,50,28
771,2015-02-11,19,23,17,14,7,13,8,21,17,17,34,42,46,47,31
772,2015-02-12,15,18,25,21,15,19,12,23,11,22,43,60,44,45,37
773,2015-02-13,13,19,18,18,13,13,14,20,11,21,47,52,61,49,32
774,2015-02-14,11,27,24,16,17,16,11,23,25,26,45,58,57,58,30
775,2015-02-15,18,23,19,21,20,14,17,24,19,29,53,70,66,51,47
776,2015-02-16,14,17,18,13,10,13,10,19,18,13,26,41,39,30,26
777,2015-02-17,16,19,9,21,15,6,7,23,21,18,47,44,54,35,34
778,2015-02-18,16,6,17,17,13,7,9,15,16,13,39,49,40,39,29
779,2015-02-19,11,13,17,25,10,8,11,21,22,26,43,49,37,57,25
780,2015-02-20,10,28,16,26,14,18,12,23,14,21,30,60,59,57,30
781,2015-02-21,19,33,18,17,16,21,11,28,16,24,50,68,62,59,35
782,2015-02-22,24,31,33,21,14,20,15,26,23,16,53,68,56,51,36
783,2015-02-23,9,19,14,12,12,11,14,10,18,11,33,47,31,34,27
784,2015-02-24,8,19,13,9,12,5,14,18,14,15,41,44,51,49,35
785,2015-02-25,13,23,18,11,15,15,10,21,18,10,32,41,42,33,33
786,2015-02-26,18,14,14,22,15,10,12,17,12,18,39,61,30,38,24
787,2015-02-27,17,27,17,20,13,6,9,24,13,23,54,62,41,48,34
788,2015-02-28,18,24,15,23,16,11,13,22,15,26,41,58,45,35,32
789,2015-03-01,18,37,19,33,19,17,26,26,16,29,57,87,86,68,56
790,2015-03-02,17,24,21,14,13,18,10,21,11,9,33,52,44,39,42
791,2015-03-03,14,21,18,14,12,17,22,22,11,21,32,65,51,52,39
792,2015-03-04,19,28,27,20,18,10,13,13,21,19,39,71,49,40,36
793,2015-03-05,10,33,17,18,15,17,10,29,20,21,61,55,56,60,57
794,2015-03-06,17,29,25,28,15,13,16,22,26,27,64,62,72,68,32
795,2015-03-07,16,33,28,24,20,14,11,27,18,25,65,69,75,62,47
796,2015-03-08,13,31,25,29,25,16,12,23,33,26,61,80,74,67,46
797,2015-03-09,13,26,10,10,17,9,23,18,9,14,50,69,44,45,26
798,2015-03-10,23,26,16,14,18,11,11,29,24,20,55,53,54,42,36
799,2015-03-11,21,20,21,24,17,13,17,30,20,20,45,64,61,45,32
800,2015-03-12,24,32,21,27,15,24,9,24,21,18,46,70,50,65,42
801,2015-03-13,25,27,26,31,17,17,17,23,18,22,50,62,65,43,42
802,2015-03-14,15,17,26,27,14,13,15,40,21,31,63,83,58,68,43
803,2015-03-15,20,18,21,29,16,16,18,29,34,28,58,79,65,66,48
804,2015-03-16,13,19,21,17,10,10,12,20,14,15,48,40,51,63,41
805,2015-03-17,15,21,22,11,12,7,12,23,21,19,39,58,61,57,39
806,2015-03-18,16,24,15,29,16,11,19,17,15,16,44,61,49,52,50
807,2015-03-19,17,16,21,23,15,14,18,13,19,22,33,72,63,56,40
808,2015-03-20,31,34,23,17,16,25,12,16,18,21,61,79,65,68,47
809,2015-03-21,25,34,27,21,14,18,21,26,20,28,41,58,55,62,46
810,2015-03-22,23,39,30,30,15,21,16,26,21,30,60,78,67,74,55
811,2015-03-23,16,20,17,17,4,16,8,17,15,17,45,45,54,50,34
812,2015-03-24,18,26,27,20,15,19,12,25,10,15,42,65,67,43,49
813,2015-03-25,13,20,21,20,7,13,25,23,22,17,46,78,52,56,53
814,2015-03-26,10,25,24,16,15,18,13,21,23,15,42,75,70,51,36
815,2015-03-27,16,34,26,21,12,16,17,29,27,14,61,75,54,52,38
816,2015-03-28,12,35,26,20,21,20,11,33,26,32,65,60,85,60,55
817,2015-03-29,25,22,41,21,12,12,16,34,28,28,55,108,49,64,44
818,2015-03-30,19,21,14,11,12,6,15,13,16,15,32,48,42,40,36
819,2015-03-31,18,29,16,17,13,22,8,18,20,23,43,51,50,40,53
820,2015-04-01,24,22,20,23,13,21,16,22,22,21,48,79,68,62,49
821,2015-04-02,20,27,29,31,15,16,13,24,22,24,60,80,67,61,50
822,2015-04-03,27,34,32,28,17,29,17,38,38,31,47,90,70,59,66
823,2015-04-04,26,37,32,33,16,21,14,34,37,36,64,94,71,83,70
824,2015-04-05,20,32,30,28,19,18,15,26,26,34,79,100,68,85,48
825,2015-04-06,20,30,23,18,14,15,16,28,17,21,55,63,41,48,45
826,2015-04-07,19,33,26,19,15,22,9,28,24,18,51,68,69,56,42
827,2015-04-08,17,25,28,23,16,21,15,31,23,24,53,77,43,51,46
828,2015-04-09,20,28,31,25,18,12,17,29,25,19,61,69,62,65,45
829,2015-04-10,24,35,24,26,17,15,17,30,27,27,53,82,77,68,56
830,2015-04-11,17,29,38,20,30,30,23,31,34,32,69,97,93,57,51
831,2015-04-12,21,33,32,38,26,25,18,37,25,38,61,95,82,69,49
832,2015-04-13,14,26,24,11,13,16,17,22,23,19,39,71,61,55,42
833,2015-04-14,26,25,38,18,16,21,18,36,29,14,43,57,60,53,53
834,2015-04-15,26,19,28,15,12,18,20,30,31,23,41,76,53,66,49
835,2015-04-16,20,25,27,23,14,19,17,30,20,29,69,89,65,55,55
836,2015-04-17,22,25,23,37,27,16,18,28,30,24,58,102,78,79,42
837,2015-04-18,23,37,34,23,16,22,9,30,34,30,60,68,71,96,52
838,2015-04-19,24,25,22,26,19,26,24,41,21,43,65,93,90,86,68
839,2015-04-20,17,19,22,14,14,16,9,17,20,18,41,54,48,49,33
840,2015-04-21,25,24,19,19,21,14,18,26,22,25,56,81,67,51,41
841,2015-04-22,19,31,18,24,25,9,12,35,16,27,49,64,71,62,45
842,2015-04-23,17,20,22,24,26,22,16,29,26,21,67,83,59,75,49
843,2015-04-24,11,33,23,32,22,16,17,33,28,27,61,84,70,67,44
844,2015-04-25,29,29,36,28,16,23,19,32,35,34,70,100,78,77,47
845,2015-04-26,30,35,39,32,19,23,21,35,35,26,66,102,83,96,61
846,2015-04-27,22,18,26,10,14,8,13,20,19,17,40,59,59,49,40
847,2015-04-28,27,24,17,18,14,27,14,31,22,16,57,76,64,48,53
848,2015-04-29,18,28,23,21,16,9,18,22,30,25,53,83,64,47,47
849,2015-04-30,27,40,27,26,16,21,17,31,29,21,64,97,54,56,43
850,2015-05-01,20,37,32,22,16,15,20,46,21,29,62,105,87,87,55
851,2015-05-02,22,41,43,37,24,23,17,41,27,32,77,97,70,86,49
852,2015-05-03,33,37,34,30,14,21,24,37,33,37,85,112,75,90,76
853,2015-05-04,14,22,21,17,13,22,9,24,24,20,51,57,64,55,41
854,2015-05-05,25,26,31,20,16,32,26,30,29,31,50,81,74,58,55
855,2015-05-06,13,37,28,27,19,18,14,30,24,32,60,89,62,75,45
856,2015-05-07,23,32,31,22,21,23,22,19,20,34,69,83,80,61,62
857,2015-05-08,22,33,32,24,15,11,12,27,33,24,60,84,86,78,59
858,2015-05-09,29,32,36,27,22,23,18,25,39,30,61,76,74,77,60
859,2015-05-10,29,40,37,24,35,19,18,33,32,34,78,102,109,85,62
860,2015-05-11,24,23,22,26,18,10,7,22,13,32,57,71,53,43,55
861,2015-05-12,21,30,23,23,23,20,12,25,23,31,57,69,95,71,43
862,2015-05-13,14,25,19,22,19,12,11,32,37,20,58,70,78,74,38
863,2015-05-14,17,39,21,38,13,19,16,24,26,30,61,99,84,72,47
864,2015-05-15,27,32,29,32,15,18,20,38,35,25,59,86,71,85,54
865,2015-05-16,31,32,33,23,23,15,19,38,26,27,77,104,84,89,52
866,2015-05-17,27,39,33,33,19,24,21,35,35,30,61,99,86,78,70
867,2015-05-18,11,22,27,26,15,13,11,19,23,17,50,70,58,58,50
868,2015-05-19,28,34,26,19,14,17,10,30,18,27,58,71,74,63,53
869,2015-05-20,17,16,27,25,21,20,19,26,25,32,48,81,96,72,43
870,2015-05-21,27,28,31,27,16,15,12,30,22,32,60,80,78,59,43
871,2015-05-22,22,36,30,22,29,21,17,43,31,28,68,109,76,76,46
872,2015-05-23,24,53,30,29,25,17,18,24,35,22,65,90,85,85,44
873,2015-05-24,27,32,29,37,19,20,15,28,38,28,81,99,95,91,65
874,2015-05-25,19,25,21,24,11,12,13,36,26,20,44,61,54,55,29
875,2015-05-26,19,33,28,26,17,24,20,27,18,24,66,68,82,72,36
876,2015-05-27,22,21,19,29,17,17,17,28,27,24,57,81,64,70,50
877,2015-05-28,23,25,29,29,12,18,24,30,22,23,72,92,73,85,47
878,2015-05-29,18,30,34,31,19,23,17,32,25,31,45,94,75,81,52
879,2015-05-30,36,27,29,29,33,24,13,27,26,36,65,97,72,89,47
880,2015-05-31,27,38,25,35,22,17,29,27,25,33,79,119,75,92,65
881,2015-06-01,23,28,23,27,18,20,12,32,31,26,49,73,56,55,28
882,2015-06-02,15,36,34,17,18,19,14,30,22,27,55,81,86,66,49
883,2015-06-03,23,31,28,26,30,26,20,24,21,29,56,76,72,67,64
884,2015-06-04,25,35,36,31,24,21,12,39,26,35,66,84,88,105,48
885,2015-06-05,18,41,31,32,24,19,21,42,28,33,65,109,78,94,60
886,2015-06-06,43,49,39,24,19,22,14,36,31,38,82,111,116,81,62
887,2015-06-07,22,46,46,30,22,24,33,29,32,43,76,108,95,78,58
888,2015-06-08,18,26,19,16,21,18,10,22,25,16,44,77,62,60,51
889,2015-06-09,19,31,32,33,24,17,19,26,32,25,62,70,78,68,43
890,2015-06-10,22,28,22,22,28,28,18,29,28,22,61,83,78,75,39
891,2015-06-11,29,29,27,27,26,17,13,30,26,35,38,100,98,96,57
892,2015-06-12,23,42,25,24,13,31,22,42,25,23,55,87,87,84,45
893,2015-06-13,28,38,31,35,16,23,22,46,32,33,71,94,109,87,54
894,2015-06-14,30,45,40,35,29,31,21,48,34,35,76,112,104,78,59
895,2015-06-15,19,31,12,17,18,18,13,22,19,28,45,78,66,55,43
896,2015-06-16,17,39,21,31,15,10,20,32,32,26,46,93,68,70,41
897,2015-06-17,28,30,36,23,15,30,14,22,25,24,78,80,65,61,43
898,2015-06-18,29,36,31,27,15,18,16,49,29,28,53,91,62,84,49
899,2015-06-19,20,41,34,28,21,23,10,41,26,34,68,114,84,80,56
900,2015-06-20,30,48,29,38,24,26,14,38,29,39,71,101,87,76,61
901,2015-06-21,34,37,44,28,31,32,10,29,29,33,69,104,96,97,71
902,2015-06-22,14,25,30,30,14,15,12,27,16,10,60,78,59,61,25
903,2015-06-23,27,31,26,31,18,23,21,34,25,26,50,96,78,72,41
904,2015-06-24,26,24,31,31,11,18,13,30,24,31,65,94,76,65,41
905,2015-06-25,21,33,33,26,28,17,12,34,26,27,52,90,82,74,56
906,2015-06-26,30,35,23,38,22,25,21,36,24,30,48,82,96,74,52
907,2015-06-27,31,31,32,31,26,20,18,37,29,35,55,121,83,91,59
908,2015-06-28,35,51,34,27,22,29,20,40,36,32,74,103,87,83,65
909,2015-06-29,26,31,29,17,21,16,10,21,22,28,67,71,71,67,33
910,2015-06-30,23,27,26,17,29,16,15,28,32,20,71,95,78,74,62
911,2015-07-01,21,33,30,26,19,23,15,32,23,33,48,86,67,68,42
912,2015-07-02,26,40,32,35,19,21,21,34,29,36,65,100,100,87,49
913,2015-07-03,30,46,37,29,20,22,24,32,31,29,62,107,93,88,56
914,2015-07-04,40,51,26,33,18,17,22,33,35,42,90,106,91,91,71
915,2015-07-05,30,43,39,28,22,23,24,50,42,46,84,112,110,80,43
916,2015-07-06,20,33,31,23,13,17,15,25,27,29,43,77,79,74,42
917,2015-07-07,24,45,37,30,18,14,15,31,42,26,62,76,82,86,43
918,2015-07-08,21,41,24,25,14,19,20,35,32,25,57,87,82,59,45
919,2015-07-09,33,43,29,26,23,31,30,37,26,26,74,90,77,77,51
920,2015-07-10,26,29,37,34,26,25,21,30,31,33,60,97,109,97,59
921,2015-07-11,30,31,32,31,23,20,28,33,42,38,67,106,107,97,79
922,2015-07-12,19,42,41,39,34,24,30,42,25,29,59,95,88,90,87
923,2015-07-13,22,44,23,17,12,17,20,25,24,32,53,69,54,66,41
924,2015-07-14,19,41,25,26,21,11,19,30,29,26,54,76,77,81,50
925,2015-07-15,20,35,26,26,19,16,22,30,36,33,72,91,69,70,57
926,2015-07-16,41,37,36,33,16,26,17,24,41,35,62,93,95,83,49
927,2015-07-17,31,43,28,29,22,25,19,34,43,46,76,94,97,101,62
928,2015-07-18,38,50,35,35,21,21,27,40,34,34,71,88,94,81,56
929,2015-07-19,38,35,41,36,36,27,21,42,35,37,76,119,98,94,64
930,2015-07-20,22,23,18,24,15,13,14,30,28,27,41,85,67,53,47
931,2015-07-21,29,37,30,18,26,18,19,40,40,28,60,93,85,79,55
932,2015-07-22,27,21,33,19,14,21,13,22,28,35,57,74,70,78,48
933,2015-07-23,17,36,30,26,24,18,21,38,39,32,44,90,91,81,56
934,2015-07-24,29,35,29,21,21,20,21,33,37,17,68,81,102,72,73
935,2015-07-25,34,43,37,33,22,26,27,27,31,39,72,121,104,77,64
936,2015-07-26,38,49,32,24,29,27,19,37,40,39,65,114,96,87,68
937,2015-07-27,13,34,20,23,18,15,23,22,29,24,47,67,66,63,59
938,2015-07-28,27,30,33,33,21,18,20,32,32,29,67,79,82,61,48
939,2015-07-29,26,23,31,22,27,16,23,28,25,29,53,104,85,55,53
940,2015-07-30,22,35,50,41,22,28,14,38,40,38,78,106,94,74,53
941,2015-07-31,29,47,32,37,19,8,18,32,27,19,80,100,85,84,60
942,2015-08-01,28,28,31,30,18,15,10,35,26,32,64,100,79,75,46
943,2015-08-02,19,19,38,29,17,26,14,43,29,42,82,103,95,77,44
944,2015-08-03,20,28,22,21,13,17,17,24,21,22,44,72,75,54,42
945,2015-08-04,26,32,27,23,15,15,9,23,29,25,58,71,79,63,38
946,2015-08-05,20,30,21,29,24,14,24,28,33,22,54,83,50,62,45
947,2015-08-06,25,44,17,37,19,20,16,28,32,20,65,92,74,51,46
948,2015-08-07,22,31,29,18,20,16,11,33,28,27,74,111,62,82,50
949,2015-08-08,19,37,36,34,21,26,13,29,27,24,58,90,88,70,66
950,2015-08-09,33,40,39,40,31,27,23,47,34,33,69,117,80,77,61
951,2015-08-10,14,33,20,27,13,19,7,24,22,23,45,73,63,52,36
952,2015-08-11,16,35,34,26,17,20,16,29,36,24,56,84,55,66,56
953,2015-08-12,24,26,24,19,10,22,16,29,27,26,59,78,82,75,53
954,2015-08-13,25,34,27,30,17,22,18,27,29,23,63,80,84,65,43
955,2015-08-14,23,29,26,36,16,21,20,28,24,31,70,95,59,66,49
956,2015-08-15,26,35,31,27,20,15,22,43,39,27,67,88,92,62,53
957,2015-08-16,27,30,47,36,29,23,21,39,27,39,66,118,84,76,45
958,2015-08-17,14,30,31,27,18,13,8,34,19,25,54,69,64,55,39
959,2015-08-18,18,22,34,35,16,14,11,25,18,31,50,98,86,55,60
960,2015-08-19,24,37,24,23,27,25,9,18,20,21,62,68,78,63,55
961,2015-08-20,17,33,27,32,22,19,16,28,27,28,48,76,80,58,47
962,2015-08-21,29,28,37,35,24,19,17,41,28,29,76,114,74,83,47
963,2015-08-22,22,40,38,33,20,24,25,30,32,31,75,94,94,71,65
964,2015-08-23,19,33,31,23,31,20,13,39,26,35,73,81,88,96,60
965,2015-08-24,19,26,18,19,11,15,17,25,29,23,46,85,55,42,35
966,2015-08-25,22,24,27,24,18,16,15,32,9,22,54,75,57,72,56
967,2015-08-26,26,23,31,13,15,13,8,20,32,24,66,89,66,63,35
968,2015-08-27,23,38,25,16,18,23,21,29,25,24,68,87,77,70,49
969,2015-08-28,25,32,37,29,19,19,26,31,26,31,73,90,73,76,53
970,2015-08-29,36,28,27,30,21,23,12,23,28,23,63,96,77,92,54
971,2015-08-30,25,41,39,37,26,22,24,37,34,40,66,82,111,96,69
972,2015-08-31,20,26,15,19,11,26,14,23,25,14,47,69,75,68,44
973,2015-09-01,27,30,24,26,20,16,17,28,25,28,54,80,73,61,35
974,2015-09-02,22,31,20,26,20,18,14,21,33,32,55,70,63,56,32
975,2015-09-03,16,25,31,21,21,25,18,30,22,24,49,75,88,62,46
976,2015-09-04,16,34,31,23,21,19,17,41,19,18,58,102,67,70,57
977,2015-09-05,34,28,39,34,22,22,18,31,35,21,65,100,92,82,47
978,2015-09-06,25,36,37,26,19,20,16,37,28,18,67,99,79,63,64
979,2015-09-07,17,26,18,20,15,11,10,21,24,24,46,77,58,56,38
980,2015-09-08,25,24,26,24,16,8,17,32,25,24,37,75,72,56,39
981,2015-09-09,13,24,35,17,14,8,12,20,27,20,44,58,61,50,44
982,2015-09-10,25,23,31,25,18,18,11,26,23,26,53,81,75,65,52
983,2015-09-11,28,27,26,25,15,23,13,30,26,27,63,80,85,67,50
984,2015-09-12,24,37,29,28,26,16,15,35,18,21,74,82,82,82,48
985,2015-09-13,28,37,23,37,27,19,19,38,31,29,64,101,98,90,53
986,2015-09-14,22,27,19,19,12,22,9,28,26,23,37,65,53,54,38
987,2015-09-15,21,22,30,27,14,20,13,24,31,31,42,78,73,51,35
988,2015-09-16,23,28,23,24,20,13,16,35,27,21,55,75,59,59,34
989,2015-09-17,19,35,26,31,17,13,11,25,21,19,47,74,76,72,41
990,2015-09-18,16,28,29,33,24,22,18,29,30,18,68,84,72,83,63
991,2015-09-19,40,26,30,23,24,25,12,28,27,36,61,75,74,93,53
992,2015-09-20,28,35,30,26,19,16,21,33,22,36,44,105,70,85,54
993,2015-09-21,18,24,29,16,16,11,10,17,26,27,43,54,54,51,55
994,2015-09-22,20,25,30,22,14,22,11,36,16,17,55,68,78,77,32
995,2015-09-23,22,19,32,21,18,20,22,25,20,17,48,66,59,78,46
996,2015-09-24,28,27,22,23,15,19,14,20,26,27,50,88,80,59,44
997,2015-09-25,20,28,28,25,12,13,14,44,35,29,50,84,71,72,56
998,2015-09-26,20,41,24,21,16,20,20,30,25,37,68,80,85,77,62
999,2015-09-27,32,29,35,31,19,33,20,33,26,25,67,100,81,73,61
1000,2015-09-28,15,25,23,21,16,13,8,26,23,22,46,65,72,58,40
1001,2015-09-29,19,22,31,29,18,15,16,20,27,19,51,68,59,63,32
1002,2015-09-30,15,21,18,23,15,13,10,36,27,29,64,74,64,53,42
1003,2015-10-01,25,28,27,28,20,10,20,13,18,22,47,64,65,51,38
1004,2015-10-02,12,33,23,26,15,18,9,28,27,19,53,80,80,86,51
1005,2015-10-03,20,25,27,25,15,22,16,43,20,27,66,73,74,79,53
1006,2015-10-04,22,33,26,28,21,11,21,25,23,35,64,91,76,57,51
1007,2015-10-05,13,21,19,14,8,10,16,19,15,22,48,55,58,49,33
1008,2015-10-06,14,31,19,24,14,14,12,24,19,24,39,73,66,57,36
1009,2015-10-07,19,20,21,23,15,12,11,20,18,25,42,70,58,62,35
1010,2015-10-08,21,27,19,37,15,11,14,29,16,29,45,82,65,46,35
1011,2015-10-09,27,29,16,17,19,13,16,29,23,24,56,87,61,50,44
1012,2015-10-10,22,45,29,26,17,12,13,20,23,30,46,92,72,71,47
1013,2015-10-11,25,35,30,33,16,10,27,31,18,26,81,88,83,81,49
1014,2015-10-12,12,29,12,16,11,12,10,14,18,18,38,55,60,50,19
1015,2015-10-13,24,31,23,27,11,17,17,22,25,31,46,78,62,59,52
1016,2015-10-14,26,22,24,16,12,11,11,24,21,19,40,64,66,46,37
1017,2015-10-15,19,24,29,24,9,15,13,16,15,18,59,62,61,75,33
1018,2015-10-16,23,30,21,21,17,15,13,19,23,23,55,81,76,50,38
1019,2015-10-17,22,38,25,21,19,23,19,22,15,35,69,77,81,64,43
1020,2015-10-18,25,34,42,23,30,16,22,26,22,21,71,84,74,81,48
1021,2015-10-19,19,14,16,12,9,12,14,15,13,15,45,56,56,47,33
1022,2015-10-20,21,29,26,19,8,17,16,24,16,16,54,63,69,54,47
1023,2015-10-21,24,29,14,22,15,8,15,25,21,21,46,80,68,61,45
1024,2015-10-22,17,34,29,24,24,31,16,30,19,24,68,70,75,62,40
1025,2015-10-23,28,39,27,26,14,11,18,32,17,33,46,95,74,71,45
1026,2015-10-24,24,34,14,31,13,25,12,30,16,29,62,76,69,71,45
1027,2015-10-25,33,29,31,32,22,13,21,45,28,26,55,66,73,62,50
1028,2015-10-26,18,23,23,18,17,16,8,30,23,16,36,64,28,44,35
1029,2015-10-27,18,24,24,23,14,14,14,27,32,20,50,92,52,52,39
1030,2015-10-28,8,41,20,19,16,15,14,30,19,23,35,76,63,58,49
1031,2015-10-29,17,32,31,26,11,10,14,29,26,22,44,75,65,70,44
1032,2015-10-30,19,32,28,21,13,21,12,26,25,23,59,88,86,67,43
1033,2015-10-31,30,39,31,27,24,25,15,24,24,20,57,92,62,66,45
1034,2015-11-01,26,29,30,31,17,17,10,38,30,35,68,108,81,74,57
1035,2015-11-02,16,28,16,20,9,15,12,20,24,19,42,65,57,62,37
1036,2015-11-03,25,25,21,20,12,18,13,31,28,21,56,81,59,63,48
1037,2015-11-04,26,25,32,27,15,20,12,28,22,27,65,75,61,42,41
1038,2015-11-05,21,33,25,20,14,13,16,27,19,27,54,74,67,60,46
1039,2015-11-06,24,38,26,28,19,24,17,35,24,23,67,79,75,68,48
1040,2015-11-07,25,29,29,22,21,23,22,24,21,26,55,108,90,86,69
1041,2015-11-08,25,42,39,24,23,22,21,35,35,31,68,93,85,67,58
1042,2015-11-09,16,23,23,15,11,9,11,19,21,22,35,61,63,47,41
1043,2015-11-10,15,24,21,19,15,11,11,22,19,24,53,73,56,68,37
1044,2015-11-11,24,32,27,25,17,14,17,22,20,24,58,72,75,44,41
1045,2015-11-12,19,29,15,33,26,24,22,27,22,33,55,70,83,63,44
1046,2015-11-13,21,43,21,26,18,15,18,40,29,32,54,82,85,70,53
1047,2015-11-14,37,25,24,28,18,20,20,29,24,35,51,97,82,69,48
1048,2015-11-15,31,35,38,28,18,21,14,29,32,46,68,102,72,88,67
1049,2015-11-16,14,24,24,27,15,15,13,23,15,25,47,68,55,55,40
1050,2015-11-17,19,30,31,19,28,17,15,40,22,33,52,79,62,72,39
1051,2015-11-18,30,23,27,28,17,15,11,30,20,21,62,69,47,64,42
1052,2015-11-19,26,35,22,22,19,14,15,31,26,23,67,82,67,64,38
1053,2015-11-20,27,34,40,26,23,16,18,34,20,28,51,67,69,51,49
1054,2015-11-21,22,30,28,26,21,29,14,32,27,20,54,108,88,86,66
1055,2015-11-22,30,32,37,40,23,25,26,20,30,30,66,109,79,79,52
1056,2015-11-23,21,20,25,22,17,22,8,23,26,27,44,56,54,44,27
1057,2015-11-24,20,29,20,25,15,14,19,29,26,36,53,73,67,53,41
1058,2015-11-25,16,24,16,23,19,18,14,20,21,24,50,86,77,59,47
1059,2015-11-26,19,25,20,23,10,21,14,30,26,29,60,74,59,66,64
1060,2015-11-27,33,31,27,26,19,20,13,29,30,35,55,89,64,77,58
1061,2015-11-28,24,38,42,27,17,25,18,36,29,28,69,107,86,77,49
1062,2015-11-29,27,39,35,29,29,22,17,38,28,23,62,112,99,91,45
1063,2015-11-30,5,27,14,14,12,11,11,20,30,16,39,63,43,59,41
1064,2015-12-01,13,18,18,11,12,10,10,18,11,17,42,53,45,44,35
